,day,month,year,dow,hour,min,arrICAO,craftType,airline
0,04,12,2022,Sunday,00,07,KOAJ,Other,Unknown/Private owner
1,04,12,2022,Sunday,00,34,KBOS,Airbus,Piedmont
2,04,12,2022,Sunday,07,57,KCMH,Other,Unknown/Private owner
3,04,12,2022,Sunday,01,25,KATL,Boeing,Endeavor Air
4,04,12,2022,Sunday,01,25,KATL,Boeing,Delta Air Lines
5,04,12,2022,Sunday,06,00,KATL,Boeing,Delta Air Lines
6,04,12,2022,Sunday,07,29,KAUS,Airbus,American
7,04,12,2022,Sunday,00,34,KBOS,Airbus,American
8,04,12,2022,Sunday,07,44,KBOS,Airbus,American
9,04,12,2022,Sunday,05,40,KBWI,Boeing,Southwest
10,04,12,2022,Sunday,07,57,KCMH,Other,Unknown/Private owner
11,04,12,2022,Sunday,04,08,KCVG,Boeing,ATI
12,04,12,2022,Sunday,07,46,KDCA,Canadair Regional,American
13,04,12,2022,Sunday,07,15,KDEN,Airbus,Frontier
14,04,12,2022,Sunday,05,50,KDFW,Airbus,American
15,04,12,2022,Sunday,07,10,KDFW,Airbus,American
16,04,12,2022,Sunday,05,30,KDTW,Boeing,Delta Air Lines
17,04,12,2022,Sunday,07,05,KEWR,Airbus,United
18,04,12,2022,Sunday,07,30,KFLL,Airbus,American
19,04,12,2022,Sunday,07,34,KHPN,Canadair Regional,American
20,04,12,2022,Sunday,06,10,KIAD,Embraer,United
21,04,12,2022,Sunday,06,30,KIAH,Boeing,United
22,04,12,2022,Sunday,07,46,KJFK,Airbus,American
23,04,12,2022,Sunday,06,18,KJFK,Canadair Regional,Delta Air Lines
24,04,12,2022,Sunday,07,45,KLAS,Airbus,Spirit
25,04,12,2022,Sunday,07,15,KLAX,Airbus,American
26,04,12,2022,Sunday,07,15,KLGA,Airbus,American
27,04,12,2022,Sunday,07,35,KMCO,Airbus,American
28,04,12,2022,Sunday,05,00,KMDW,Boeing,Southwest
29,04,12,2022,Sunday,22,30,KMIA,Boeing,American
30,04,12,2022,Sunday,06,00,KMIA,Airbus,Spirit
31,04,12,2022,Sunday,07,16,KMIA,Boeing,American
32,04,12,2022,Sunday,06,25,KMSP,Boeing,Delta Air Lines
33,04,12,2022,Sunday,07,18,KORD,Boeing,American
34,04,12,2022,Sunday,06,53,KORD,Airbus,United
35,04,12,2022,Sunday,22,40,KPHL,Airbus,American
36,04,12,2022,Sunday,07,29,KPHL,Airbus,American
37,04,12,2022,Sunday,20,53,KRIC,Airbus,American
38,04,12,2022,Sunday,07,15,KSBN,Other,NetJets Aviation
39,04,12,2022,Sunday,22,45,KSDF,Airbus,American
40,04,12,2022,Sunday,22,40,KTYS,Airbus,American
41,04,12,2022,Sunday,07,10,MDPC,Boeing,American
42,04,12,2022,Sunday,07,55,MKJS,Airbus,American
43,04,12,2022,Sunday,07,47,MMUN,Airbus,American
44,04,12,2022,Sunday,07,00,MYNN,Airbus,American
45,04,12,2022,Sunday,08,30,KIAD,Boeing,Piedmont
46,04,12,2022,Sunday,09,32,CYYZ,Canadair Regional,PSA
47,04,12,2022,Sunday,09,56,KPIT,Canadair Regional,PSA
48,04,12,2022,Sunday,09,28,KTYS,Canadair Regional,PSA
49,04,12,2022,Sunday,09,45,KAVL,Canadair Regional,PSA
50,04,12,2022,Sunday,09,12,KGSO,Canadair Regional,PSA
51,04,12,2022,Sunday,09,15,KJAX,Canadair Regional,PSA
52,04,12,2022,Sunday,09,42,KGSP,Canadair Regional,PSA
53,04,12,2022,Sunday,09,45,KBWI,Canadair Regional,PSA
54,04,12,2022,Sunday,09,16,KSAV,Canadair Regional,PSA
55,04,12,2022,Sunday,09,11,KSYR,Canadair Regional,PSA
56,04,12,2022,Sunday,09,08,KMSY,Airbus,Piedmont
57,04,12,2022,Sunday,09,25,KRDU,Airbus,Piedmont
58,04,12,2022,Sunday,09,42,KSRQ,Boeing,Piedmont
59,04,12,2022,Sunday,09,37,KMCO,Airbus,Piedmont
60,04,12,2022,Sunday,09,30,KAVP,Airbus,Piedmont
61,04,12,2022,Sunday,09,53,KTRI,Embraer,Piedmont
62,04,12,2022,Sunday,09,39,KFLO,Embraer,Piedmont
63,04,12,2022,Sunday,09,44,KAGS,Embraer,Piedmont
64,04,12,2022,Sunday,09,16,KCSG,Embraer,Piedmont
65,04,12,2022,Sunday,09,10,KPHF,Embraer,Piedmont
66,04,12,2022,Sunday,10,51,KCMH,Airbus,American
67,04,12,2022,Sunday,10,59,KPDK,Other,Unknown/Private owner
68,04,12,2022,Sunday,10,17,KPGV,Canadair Regional,PSA
69,04,12,2022,Sunday,10,12,KSDF,Canadair Regional,PSA
70,04,12,2022,Sunday,10,17,MYGF,Canadair Regional,PSA
71,04,12,2022,Sunday,10,29,TNCM,Airbus,Piedmont
72,04,12,2022,Sunday,10,51,KCMH,Airbus,Piedmont
73,04,12,2022,Sunday,11,57,KPDK,Other,Unknown/Private owner
74,04,12,2022,Sunday,11,00,KPDK,Other,Unknown/Private owner
75,04,12,2022,Sunday,11,52,KGNV,Canadair Regional,PSA
76,04,12,2022,Sunday,11,48,KSAN,Airbus,SkyWest
77,04,12,2022,Sunday,11,59,KDEN,Airbus,Piedmont
78,04,12,2022,Sunday,11,48,KSAN,Airbus,Piedmont
79,04,12,2022,Sunday,13,50,KMCO,Airbus,American
80,04,12,2022,Sunday,13,00,KMGW,Other,FNX
81,04,12,2022,Sunday,13,33,KRDU,Other,Libyan
82,04,12,2022,Sunday,13,03,KTEB,Other,Libyan
83,04,12,2022,Sunday,13,33,KRDU,Other,Unknown/Private owner
84,04,12,2022,Sunday,13,25,KSBN,Canadair Regional,PSA
85,04,12,2022,Sunday,13,27,KATL,Canadair Regional,PSA
86,04,12,2022,Sunday,13,21,KMYR,Canadair Regional,PSA
87,04,12,2022,Sunday,13,12,KOAJ,Embraer,Piedmont
88,04,12,2022,Sunday,13,00,KPGV,Embraer,Piedmont
89,04,12,2022,Sunday,13,17,KHTS,Embraer,Piedmont
90,04,12,2022,Sunday,14,54,KMCO,Airbus,American
91,04,12,2022,Sunday,14,55,KLAS,Airbus,American
92,04,12,2022,Sunday,14,39,KCRW,Other,Unknown/Private owner
93,04,12,2022,Sunday,14,56,KDAY,Canadair Regional,PSA
94,04,12,2022,Sunday,14,55,KMCO,Airbus,Piedmont
95,04,12,2022,Sunday,15,48,MYNN,Other,Unknown/Private owner
96,04,12,2022,Sunday,15,07,KMCO,Airbus,Piedmont
97,04,12,2022,Sunday,15,14,KLYH,Embraer,Piedmont
98,04,12,2022,Sunday,15,55,KMGW,Other,WSP
99,04,12,2022,Sunday,14,45,CYUL,Other,TLK
100,04,12,2022,Sunday,09,32,CYYZ,Canadair Regional,American
101,04,12,2022,Sunday,11,14,CYUL,Airbus,American
102,04,12,2022,Sunday,13,05,CYYZ,Airbus,American
103,04,12,2022,Sunday,09,32,KABE,Canadair Regional,American
104,04,12,2022,Sunday,09,44,KAGS,Embraer,American
105,04,12,2022,Sunday,09,01,KALB,Canadair Regional,American
106,04,12,2022,Sunday,14,54,KAFW,Boeing,ATI
107,04,12,2022,Sunday,08,25,KATL,Boeing,Delta Air Lines
108,04,12,2022,Sunday,10,30,KATL,Boeing,Delta Air Lines
109,04,12,2022,Sunday,13,27,KATL,Canadair Regional,American
110,04,12,2022,Sunday,14,26,KATL,Boeing,Delta Air Lines
111,04,12,2022,Sunday,12,00,KATL,Boeing,Delta Air Lines
112,04,12,2022,Sunday,12,04,KATL,Boeing,Delta Air Lines
113,04,12,2022,Sunday,15,10,KAUS,Airbus,American
114,04,12,2022,Sunday,11,00,KAUS,Airbus,American
115,04,12,2022,Sunday,09,45,KAVL,Canadair Regional,American
116,04,12,2022,Sunday,13,10,KAVL,Airbus,American
117,04,12,2022,Sunday,09,30,KAVP,Airbus,American
118,04,12,2022,Sunday,10,15,KBDL,Boeing,American
119,04,12,2022,Sunday,14,34,KBDL,Airbus,American
120,04,12,2022,Sunday,14,22,KBED,Other,Unknown/Private owner
121,04,12,2022,Sunday,14,52,KBHM,Airbus,American
122,04,12,2022,Sunday,08,10,KBNA,Airbus,American
123,04,12,2022,Sunday,09,07,KBHM,Airbus,American
124,04,12,2022,Sunday,10,16,KBNA,Airbus,American
125,04,12,2022,Sunday,11,22,KBNA,Boeing,American
126,04,12,2022,Sunday,14,52,KBHM,Embraer,Envoy Air
127,04,12,2022,Sunday,09,00,KBNA,Boeing,American
128,04,12,2022,Sunday,14,53,KBNA,Airbus,American
129,04,12,2022,Sunday,10,55,KBNA,Boeing,Southwest
130,04,12,2022,Sunday,13,15,KBNA,Boeing,American
131,04,12,2022,Sunday,14,30,KBOS,Airbus,American
132,04,12,2022,Sunday,13,39,KBOS,Boeing,American
133,04,12,2022,Sunday,12,52,KBOS,Embraer,JetBlue Airways
134,04,12,2022,Sunday,09,39,KBOS,Airbus,American
135,04,12,2022,Sunday,15,05,KBOS,Embraer,Delta Air Lines
136,04,12,2022,Sunday,12,11,KBUF,Canadair Regional,American
137,04,12,2022,Sunday,09,45,KBWI,Canadair Regional,American
138,04,12,2022,Sunday,09,31,KCAE,Embraer,American
139,04,12,2022,Sunday,09,10,KCHO,Embraer,American
140,04,12,2022,Sunday,09,13,KCHA,Embraer,American
141,04,12,2022,Sunday,14,32,KCHO,Embraer,American
142,04,12,2022,Sunday,13,00,KCHS,Boeing,American
143,04,12,2022,Sunday,09,19,KCHS,Airbus,American
144,04,12,2022,Sunday,14,35,KCHS,Canadair Regional,American
145,04,12,2022,Sunday,11,20,KCLE,Canadair Regional,American
146,04,12,2022,Sunday,08,00,KCMH,Airbus,American
147,04,12,2022,Sunday,13,00,KCRW,Other,Unknown/Private owner
148,04,12,2022,Sunday,15,25,KCMH,Airbus,American
149,04,12,2022,Sunday,09,16,KCSG,Embraer,American
150,04,12,2022,Sunday,13,28,KCVG,Boeing,American
151,04,12,2022,Sunday,09,35,KCVG,Canadair Regional,American
152,04,12,2022,Sunday,09,08,KDAB,Airbus,American
153,04,12,2022,Sunday,11,21,KDCA,Airbus,American
154,04,12,2022,Sunday,14,50,KDAB,Canadair Regional,American
155,04,12,2022,Sunday,14,35,KDAL,Boeing,Southwest
156,04,12,2022,Sunday,12,59,KDCA,Canadair Regional,American
157,04,12,2022,Sunday,14,36,KDCA,Airbus,American
158,04,12,2022,Sunday,09,15,KDEN,Airbus,American
159,04,12,2022,Sunday,11,59,KDEN,Airbus,American
160,04,12,2022,Sunday,13,30,KDEN,Airbus,American
161,04,12,2022,Sunday,09,35,KDFW,Airbus,American
162,04,12,2022,Sunday,11,40,KDFW,Airbus,American
163,04,12,2022,Sunday,13,31,KDFW,Airbus,American
164,04,12,2022,Sunday,14,58,KDFW,Airbus,American
165,04,12,2022,Sunday,11,25,KDSM,Canadair Regional,American
166,04,12,2022,Sunday,12,51,KDSM,Other,Unknown/Private owner
167,04,12,2022,Sunday,11,06,KDTW,Airbus,American
168,04,12,2022,Sunday,09,27,KDTW,Boeing,Delta Air Lines
169,04,12,2022,Sunday,09,35,KDTW,Boeing,Delta Air Lines
170,04,12,2022,Sunday,13,00,KDTW,Boeing,Delta Air Lines
171,04,12,2022,Sunday,13,00,KDTW,Other,Unknown/Private owner
172,04,12,2022,Sunday,10,08,KECP,Airbus,American
173,04,12,2022,Sunday,13,19,KEVV,Embraer,American
174,04,12,2022,Sunday,12,23,KEWN,Embraer,American
175,04,12,2022,Sunday,08,56,KEWR,Airbus,American
176,04,12,2022,Sunday,15,08,KECP,Canadair Regional,American
177,04,12,2022,Sunday,10,56,KEWR,Embraer,United
178,04,12,2022,Sunday,12,25,KEWR,Airbus,United
179,04,12,2022,Sunday,14,48,KEWR,Airbus,American
180,04,12,2022,Sunday,15,13,KEWR,Airbus,United
181,04,12,2022,Sunday,11,08,KFAY,Embraer,American
182,04,12,2022,Sunday,11,16,KEYW,Airbus,American
183,04,12,2022,Sunday,10,18,KFLL,Airbus,American
184,04,12,2022,Sunday,11,32,KFLL,Airbus,American
185,04,12,2022,Sunday,09,15,KFLL,Airbus,Spirit
186,04,12,2022,Sunday,14,30,KFLL,Airbus,American
187,04,12,2022,Sunday,09,39,KFLO,Embraer,American
188,04,12,2022,Sunday,15,18,KFWA,Embraer,American
189,04,12,2022,Sunday,11,52,KGNV,Canadair Regional,American
190,04,12,2022,Sunday,11,30,KFTY,Other,GAJ
191,04,12,2022,Sunday,13,23,KGRR,Airbus,American
192,04,12,2022,Sunday,09,12,KGSO,Canadair Regional,American
193,04,12,2022,Sunday,09,42,KGSP,Canadair Regional,American
194,04,12,2022,Sunday,08,33,KGSP,Other,Unknown/Private owner
195,04,12,2022,Sunday,13,07,KGSP,Embraer,American
196,04,12,2022,Sunday,09,04,KHSV,Canadair Regional,American
197,04,12,2022,Sunday,11,07,KHPN,Canadair Regional,American
198,04,12,2022,Sunday,13,17,KHTS,Embraer,American
199,04,12,2022,Sunday,11,01,KHXD,Embraer,Envoy Air
200,04,12,2022,Sunday,11,01,KHXD,Embraer,American
201,04,12,2022,Sunday,13,32,KHXD,Embraer,American
202,04,12,2022,Sunday,13,32,KHXD,Embraer,Envoy Air
203,04,12,2022,Sunday,09,56,KIAD,Embraer,United
204,04,12,2022,Sunday,13,25,KIAD,Canadair Regional,American
205,04,12,2022,Sunday,08,30,KIAD,Boeing,American
206,04,12,2022,Sunday,14,48,KIAD,Embraer,United
207,04,12,2022,Sunday,14,45,KIAH,Boeing,American
208,04,12,2022,Sunday,15,16,KILM,Other,Unknown/Private owner
209,04,12,2022,Sunday,11,18,KIAH,Boeing,American
210,04,12,2022,Sunday,11,21,KIND,Airbus,American
211,04,12,2022,Sunday,09,23,KJAN,Canadair Regional,American
212,04,12,2022,Sunday,12,14,KJAX,Airbus,American
213,04,12,2022,Sunday,14,44,KJAX,Airbus,American
214,04,12,2022,Sunday,11,10,KJFK,Canadair Regional,Delta Air Lines
215,04,12,2022,Sunday,13,09,KJFK,Boeing,American
216,04,12,2022,Sunday,15,50,KJFK,Canadair Regional,Delta Air Lines
217,04,12,2022,Sunday,14,15,KJFK,Canadair Regional,Delta Air Lines
218,04,12,2022,Sunday,10,10,KLAS,Airbus,American
219,04,12,2022,Sunday,13,15,KLAS,Airbus,American
220,04,12,2022,Sunday,09,08,KLAX,Airbus,American
221,04,12,2022,Sunday,11,04,KLAX,Airbus,American
222,04,12,2022,Sunday,15,00,KLAX,Airbus,American
223,04,12,2022,Sunday,09,40,KLEX,Canadair Regional,American
224,04,12,2022,Sunday,09,00,KLGA,Canadair Regional,Delta Air Lines
225,04,12,2022,Sunday,11,53,KLGA,Airbus,Spirit
226,04,12,2022,Sunday,13,25,KLGA,Boeing,American
227,04,12,2022,Sunday,14,36,KLGA,Airbus,American
228,04,12,2022,Sunday,11,55,KLWB,Embraer,Contour Aviation
229,04,12,2022,Sunday,11,00,KLYH,Embraer,American
230,04,12,2022,Sunday,15,14,KLYH,Embraer,American
231,04,12,2022,Sunday,09,03,KMCI,Airbus,American
232,04,12,2022,Sunday,09,25,KMCO,Airbus,American
233,04,12,2022,Sunday,10,56,KMCO,Airbus,American
234,04,12,2022,Sunday,11,50,KMCO,Airbus,American
235,04,12,2022,Sunday,12,58,KMCO,Airbus,American
236,04,12,2022,Sunday,14,55,KMCO,Airbus,American
237,04,12,2022,Sunday,15,07,KMCO,Airbus,American
238,04,12,2022,Sunday,13,53,KMCO,Airbus,Spirit
239,04,12,2022,Sunday,14,56,KMDT,Canadair Regional,American
240,04,12,2022,Sunday,07,45,KMEM,Boeing,FedEx
241,04,12,2022,Sunday,15,11,KMEM,Airbus,American
242,04,12,2022,Sunday,11,00,KMGM,Embraer,American
243,04,12,2022,Sunday,14,11,KMHT,Canadair Regional,American
244,04,12,2022,Sunday,12,30,KMGW,Other,FNX
245,04,12,2022,Sunday,09,12,KMIA,Boeing,American
246,04,12,2022,Sunday,11,00,KMIA,Airbus,American
247,04,12,2022,Sunday,14,37,KMIA,Boeing,American
248,04,12,2022,Sunday,11,40,KMKE,Airbus,American
249,04,12,2022,Sunday,14,40,KMSN,Airbus,American
250,04,12,2022,Sunday,14,39,KMOB,Canadair Regional,American
251,04,12,2022,Sunday,11,39,KMSP,Boeing,Delta Air Lines
252,04,12,2022,Sunday,14,30,KMSP,Boeing,Delta Air Lines
253,04,12,2022,Sunday,09,25,KMYR,Canadair Regional,American
254,04,12,2022,Sunday,13,21,KMYR,Canadair Regional,American
255,04,12,2022,Sunday,14,46,KMSY,Airbus,American
256,04,12,2022,Sunday,13,12,KOAJ,Embraer,American
257,04,12,2022,Sunday,09,08,KMSY,Airbus,American
258,04,12,2022,Sunday,13,36,KOKC,Airbus,American
259,04,12,2022,Sunday,11,11,KOMA,Boeing,American
260,04,12,2022,Sunday,09,09,KORD,Boeing,American
261,04,12,2022,Sunday,11,06,KORD,Boeing,American
262,04,12,2022,Sunday,09,30,KORF,Canadair Regional,American
263,04,12,2022,Sunday,14,20,KORF,Boeing,American
264,04,12,2022,Sunday,13,10,KORD,Boeing,American
265,04,12,2022,Sunday,12,15,KPBI,Airbus,American
266,04,12,2022,Sunday,08,00,KPBI,Airbus,American
267,04,12,2022,Sunday,09,10,KPHF,Embraer,American
268,04,12,2022,Sunday,13,20,KPHF,Embraer,American
269,04,12,2022,Sunday,10,17,KPGV,Canadair Regional,American
270,04,12,2022,Sunday,13,00,KPGV,Embraer,American
271,04,12,2022,Sunday,09,20,KPHL,Airbus,American
272,04,12,2022,Sunday,08,45,KPHL,Embraer,Contour Aviation
273,04,12,2022,Sunday,11,10,KPHL,Airbus,American
274,04,12,2022,Sunday,12,52,KPHL,Airbus,Frontier
275,04,12,2022,Sunday,09,30,KPHX,Airbus,American
276,04,12,2022,Sunday,13,03,KPHX,Airbus,American
277,04,12,2022,Sunday,11,00,KPHX,Airbus,American
278,04,12,2022,Sunday,14,32,KPHX,Airbus,American
279,04,12,2022,Sunday,14,33,KPIA,Canadair Regional,American
280,04,12,2022,Sunday,10,14,KPVD,Canadair Regional,American
281,04,12,2022,Sunday,14,31,KPVD,Airbus,American
282,04,12,2022,Sunday,13,49,KPNS,Airbus,American
283,04,12,2022,Sunday,09,56,KPIT,Canadair Regional,American
284,04,12,2022,Sunday,10,58,KRDU,Airbus,American
285,04,12,2022,Sunday,09,25,KRDU,Airbus,American
286,04,12,2022,Sunday,14,37,KRDU,Airbus,American
287,04,12,2022,Sunday,08,57,KRIC,Airbus,American
288,04,12,2022,Sunday,09,14,KROC,Canadair Regional,American
289,04,12,2022,Sunday,09,09,KRSW,Airbus,American
290,04,12,2022,Sunday,13,00,KRSW,Airbus,American
291,04,12,2022,Sunday,11,48,KSAN,Airbus,American
292,04,12,2022,Sunday,09,16,KSAV,Canadair Regional,American
293,04,12,2022,Sunday,09,18,KSAT,Airbus,American
294,04,12,2022,Sunday,13,25,KSAV,Airbus,American
295,04,12,2022,Sunday,09,15,KSBN,Canadair Regional,American
296,04,12,2022,Sunday,13,25,KSBN,Canadair Regional,American
297,04,12,2022,Sunday,13,29,KSBY,Embraer,American
298,04,12,2022,Sunday,10,12,KSDF,Canadair Regional,American
299,04,12,2022,Sunday,14,41,KSDF,Airbus,American
300,04,12,2022,Sunday,09,27,KSEA,Airbus,American
301,04,12,2022,Sunday,10,05,KSFO,Airbus,American
302,04,12,2022,Sunday,16,20,KSGF,Boeing,American
303,04,12,2022,Sunday,09,42,KSRQ,Boeing,American
304,04,12,2022,Sunday,13,08,KSRQ,Airbus,American
305,04,12,2022,Sunday,09,11,KSYR,Canadair Regional,American
306,04,12,2022,Sunday,14,55,KSTL,Airbus,American
307,04,12,2022,Sunday,13,17,KTLH,Canadair Regional,American
308,04,12,2022,Sunday,12,45,KTEB,Other,Libyan
309,04,12,2022,Sunday,12,44,KTEB,Other,Unknown/Private owner
310,04,12,2022,Sunday,11,15,KTPA,Airbus,American
311,04,12,2022,Sunday,09,53,KTRI,Embraer,American
312,04,12,2022,Sunday,14,42,KTRI,Canadair Regional,American
313,04,12,2022,Sunday,11,23,KTUL,Canadair Regional,American
314,04,12,2022,Sunday,14,52,KTPA,Airbus,American
315,04,12,2022,Sunday,09,28,KTYS,Canadair Regional,American
316,04,12,2022,Sunday,14,52,KTYS,Canadair Regional,American
317,04,12,2022,Sunday,09,12,KVPS,Airbus,American
318,04,12,2022,Sunday,15,19,KVPS,Airbus,American
319,04,12,2022,Sunday,09,18,KVRB,Other,CNS
320,04,12,2022,Sunday,14,26,KXNA,Canadair Regional,American
321,04,12,2022,Sunday,14,34,KUKF,Other,Unknown/Private owner
322,04,12,2022,Sunday,11,55,MBPV,Airbus,American
323,04,12,2022,Sunday,09,45,MBPV,Airbus,American
324,04,12,2022,Sunday,11,30,MDPP,Airbus,American
325,04,12,2022,Sunday,09,20,MKJS,Airbus,American
326,04,12,2022,Sunday,13,10,MDPC,Boeing,American
327,04,12,2022,Sunday,09,00,MMCZ,Airbus,American
328,04,12,2022,Sunday,11,19,MDPC,Boeing,American
329,04,12,2022,Sunday,11,35,MKJS,Airbus,American
330,04,12,2022,Sunday,09,26,MMUN,Airbus,American
331,04,12,2022,Sunday,09,24,MMMX,Airbus,American
332,04,12,2022,Sunday,11,42,MMUN,Airbus,American
333,04,12,2022,Sunday,09,53,MWCR,Airbus,American
334,04,12,2022,Sunday,10,47,MMSD,Boeing,American
335,04,12,2022,Sunday,11,34,MYAM,Embraer,American
336,04,12,2022,Sunday,11,34,MYAM,Embraer,Envoy Air
337,04,12,2022,Sunday,11,41,MWCR,Boeing,American
338,04,12,2022,Sunday,13,24,MMUN,Airbus,American
339,04,12,2022,Sunday,09,25,MRLB,Boeing,American
340,04,12,2022,Sunday,10,17,MYGF,Canadair Regional,American
341,04,12,2022,Sunday,09,59,MYEF,Embraer,Envoy Air
342,04,12,2022,Sunday,09,05,MYEF,Embraer,American
343,04,12,2022,Sunday,09,54,MYEH,Canadair Regional,American
344,04,12,2022,Sunday,09,34,MYNN,Airbus,American
345,04,12,2022,Sunday,09,30,TBPB,Boeing,American
346,04,12,2022,Sunday,11,16,MYNN,Boeing,American
347,04,12,2022,Sunday,09,18,TIST,Airbus,American
348,04,12,2022,Sunday,09,05,MZBZ,Boeing,American
349,04,12,2022,Sunday,10,00,TLPL,Airbus,American
350,04,12,2022,Sunday,11,10,TISX,Boeing,American
351,04,12,2022,Sunday,11,36,TNCA,Boeing,American
352,04,12,2022,Sunday,10,29,TNCM,Airbus,American
353,04,12,2022,Sunday,11,05,TJSJ,Airbus,American
354,04,12,2022,Sunday,11,19,TNCM,Airbus,American
355,04,12,2022,Sunday,09,15,TNCC,Boeing,American
356,04,12,2022,Sunday,09,37,TNCA,Boeing,American
357,04,12,2022,Sunday,16,55,KISM,Other,Unknown/Private owner
358,04,12,2022,Sunday,16,59,KPDX,Airbus,Piedmont
359,04,12,2022,Sunday,18,45,KISM,Other,Unknown/Private owner
360,04,12,2022,Sunday,18,57,KFLL,Other,RVJ
361,04,12,2022,Sunday,20,44,KROA,Embraer,American
362,04,12,2022,Sunday,20,30,KMCO,Boeing,Delta Air Lines
363,04,12,2022,Sunday,20,51,EGBJ,Embraer,FJO
364,04,12,2022,Sunday,21,16,KPDK,Other,Unknown/Private owner
365,04,12,2022,Sunday,21,33,KSAV,Other,Unknown/Private owner
366,04,12,2022,Sunday,21,01,KROA,Embraer,Piedmont
367,04,12,2022,Sunday,21,16,KPDK,Other,Unknown/Private owner
368,04,12,2022,Sunday,22,25,KMCO,Airbus,American
369,04,12,2022,Sunday,23,32,KMSN,Airbus,American
370,04,12,2022,Sunday,23,32,KMSN,Airbus,Piedmont
371,04,12,2022,Sunday,20,25,CYUL,Airbus,American
372,04,12,2022,Sunday,16,34,CYYZ,Airbus,American
373,04,12,2022,Sunday,16,55,CYYZ,Canadair Regional,Air Canada
374,04,12,2022,Sunday,22,20,CYYZ,Airbus,American
375,04,12,2022,Sunday,20,40,CYYZ,Airbus,American
376,04,12,2022,Sunday,18,55,EDDM,Airbus,Lufthansa
377,04,12,2022,Sunday,16,44,EDDM,Boeing,American
378,04,12,2022,Sunday,16,58,EDDF,Boeing,American
379,04,12,2022,Sunday,21,00,EGBJ,Embraer,FJO
380,04,12,2022,Sunday,18,36,EGLL,Boeing,American
381,04,12,2022,Sunday,21,00,KACY,Embraer,LXJ
382,04,12,2022,Sunday,22,35,KABE,Canadair Regional,American
383,04,12,2022,Sunday,20,39,EGLL,Boeing,American
384,04,12,2022,Sunday,16,57,KAGS,Embraer,American
385,04,12,2022,Sunday,22,40,KAGS,Canadair Regional,American
386,04,12,2022,Sunday,22,20,KALB,Airbus,American
387,04,12,2022,Sunday,16,18,KATL,Airbus,American
388,04,12,2022,Sunday,20,22,KATL,Airbus,American
389,04,12,2022,Sunday,16,26,KATL,Boeing,Delta Air Lines
390,04,12,2022,Sunday,16,58,KATL,Boeing,Delta Air Lines
391,04,12,2022,Sunday,18,24,KATL,Canadair Regional,American
392,04,12,2022,Sunday,22,35,KATL,Airbus,American
393,04,12,2022,Sunday,22,25,KATW,Embraer,American
394,04,12,2022,Sunday,22,25,KATW,Embraer,Envoy Air
395,04,12,2022,Sunday,18,17,KAUS,Boeing,American
396,04,12,2022,Sunday,20,08,KAUS,Airbus,American
397,04,12,2022,Sunday,22,22,KAUS,Boeing,American
398,04,12,2022,Sunday,22,41,KAVL,Airbus,American
399,04,12,2022,Sunday,23,06,KAVL,Airbus,Allegiant Air
400,04,12,2022,Sunday,18,44,KAVL,Canadair Regional,American
401,04,12,2022,Sunday,16,45,KAVL,Airbus,American
402,04,12,2022,Sunday,22,48,KAVP,Airbus,American
403,04,12,2022,Sunday,16,43,KBDL,Airbus,American
404,04,12,2022,Sunday,22,36,KBDL,Boeing,American
405,04,12,2022,Sunday,16,15,KBGR,Canadair Regional,American
406,04,12,2022,Sunday,18,40,KBHM,Canadair Regional,American
407,04,12,2022,Sunday,17,30,KBKW,Embraer,Contour Aviation
408,04,12,2022,Sunday,22,45,KBHM,Airbus,American
409,04,12,2022,Sunday,16,10,KBNA,Canadair Regional,American
410,04,12,2022,Sunday,20,28,KBNA,Boeing,American
411,04,12,2022,Sunday,16,10,KBOS,Airbus,American
412,04,12,2022,Sunday,20,23,KBOS,Airbus,American
413,04,12,2022,Sunday,22,30,KBOS,Airbus,American
414,04,12,2022,Sunday,17,25,KBUF,Airbus,American
415,04,12,2022,Sunday,18,40,KBOS,Airbus,American
416,04,12,2022,Sunday,20,34,KBTR,Canadair Regional,American
417,04,12,2022,Sunday,20,34,KBTV,Canadair Regional,American
418,04,12,2022,Sunday,22,26,KBUF,Airbus,American
419,04,12,2022,Sunday,15,05,KBWI,Airbus,American
420,04,12,2022,Sunday,18,47,KBWI,Airbus,American
421,04,12,2022,Sunday,16,35,KCAE,Embraer,American
422,04,12,2022,Sunday,18,35,KBWI,Boeing,Southwest
423,04,12,2022,Sunday,22,30,KBWI,Airbus,American
424,04,12,2022,Sunday,22,44,KCAE,Canadair Regional,American
425,04,12,2022,Sunday,18,03,KCHA,Embraer,American
426,04,12,2022,Sunday,20,25,KCAK,Canadair Regional,American
427,04,12,2022,Sunday,18,20,KCAK,Canadair Regional,American
428,04,12,2022,Sunday,16,31,KCHO,Canadair Regional,American
429,04,12,2022,Sunday,22,35,KCHA,Embraer,American
430,04,12,2022,Sunday,18,15,KCHO,Embraer,American
431,04,12,2022,Sunday,22,35,KCHO,Embraer,American
432,04,12,2022,Sunday,18,34,KCHS,Airbus,American
433,04,12,2022,Sunday,20,10,KCID,Airbus,American
434,04,12,2022,Sunday,16,51,KCHS,Airbus,American
435,04,12,2022,Sunday,22,42,KCHS,Boeing,American
436,04,12,2022,Sunday,16,50,KCKB,Embraer,Contour Aviation
437,04,12,2022,Sunday,16,44,KCLE,Canadair Regional,American
