,day,month,year,dow,hour,min,depICAO,craftType,airline
1062,05,12,2022,Monday,19,40,KAUS,Boeing,American
1063,05,12,2022,Monday,19,06,TIST,Airbus,American
1064,05,12,2022,Monday,19,30,KEWR,Boeing,American
1065,05,12,2022,Monday,19,12,MDPC,Boeing,American
1066,05,12,2022,Monday,19,06,KLAX,Airbus,American
1067,05,12,2022,Monday,19,08,KPHX,Airbus,American
1068,05,12,2022,Monday,19,40,KLGA,Airbus,American
1069,05,12,2022,Monday,19,13,KOKC,Airbus,American
1070,05,12,2022,Monday,19,37,KMIA,Boeing,American
1071,05,12,2022,Monday,19,17,KDEN,Airbus,American
1072,05,12,2022,Monday,19,22,KRDU,Boeing,American
1073,05,12,2022,Monday,19,36,KPVD,Airbus,American
1074,05,12,2022,Monday,19,26,KBDL,Boeing,American
1075,05,12,2022,Monday,19,35,KMSN,Airbus,American
1076,05,12,2022,Monday,19,06,KBWI,Airbus,American
1077,05,12,2022,Monday,19,45,KRIC,Airbus,American
1078,05,12,2022,Monday,19,24,KDFW,Airbus,American
1079,05,12,2022,Monday,19,31,KMSY,Airbus,American
1080,05,12,2022,Monday,19,41,KILM,Airbus,American
1081,05,12,2022,Monday,19,00,KHPN,Canadair Regional,American
1082,05,12,2022,Monday,19,43,KBNA,Canadair Regional,American
1083,05,12,2022,Monday,19,30,KCRW,Canadair Regional,American
1084,05,12,2022,Monday,19,11,KECP,Canadair Regional,American
1085,05,12,2022,Monday,19,18,KGSP,Canadair Regional,American
1086,05,12,2022,Monday,19,16,KJAN,Canadair Regional,American
1087,05,12,2022,Monday,19,01,KMDT,Canadair Regional,American
1088,05,12,2022,Monday,19,08,KTYS,Airbus,American
1089,05,12,2022,Monday,19,02,KDAB,Canadair Regional,American
1090,05,12,2022,Monday,19,50,KTLH,Canadair Regional,American
1091,05,12,2022,Monday,19,16,KCHS,Airbus,American
1092,05,12,2022,Monday,19,46,KMYR,Canadair Regional,American
1093,05,12,2022,Monday,19,07,KGRR,Airbus,American
1094,05,12,2022,Monday,19,24,KCHA,Embraer,American
1095,05,12,2022,Monday,19,10,KCAE,Embraer,American
1096,05,12,2022,Monday,19,15,KLYH,Embraer,American
1097,05,12,2022,Monday,19,37,KEYW,Airbus,American
1098,05,12,2022,Monday,19,25,TJSJ,Airbus,American
1099,05,12,2022,Monday,19,10,TLPL,Airbus,American
1100,05,12,2022,Monday,19,00,TNCA,Boeing,American
1101,05,12,2022,Monday,19,27,KATL,Airbus,American
1102,05,12,2022,Monday,19,15,KVPS,Airbus,American
1103,05,12,2022,Monday,19,14,KTPA,Airbus,American
1104,05,12,2022,Monday,19,32,KSTL,Airbus,American
1105,05,12,2022,Monday,19,39,KORD,Boeing,American
1106,05,12,2022,Monday,19,02,KBHM,Embraer,American
1107,05,12,2022,Monday,19,16,KPHL,Airbus,American
1108,05,12,2022,Monday,19,19,KAVP,Airbus,American
1109,05,12,2022,Monday,19,29,KSGF,Embraer,American
1110,05,12,2022,Monday,19,04,KLAS,Airbus,American
1111,05,12,2022,Monday,18,50,KSGF,Embraer,Envoy Air
1112,05,12,2022,Monday,18,29,KAGC,Other,Unknown/Private owner
1113,05,12,2022,Monday,18,58,KIAD,Embraer,United
1114,05,12,2022,Monday,18,25,KBNA,Boeing,Southwest
1115,05,12,2022,Monday,18,40,KSTL,Boeing,Southwest
1116,05,12,2022,Monday,19,14,KMCO,Airbus,American
1117,05,12,2022,Monday,19,30,KDTW,Boeing,Delta Air Lines
1118,05,12,2022,Monday,19,12,KJFK,Canadair Regional,Delta Air Lines
1119,05,12,2022,Monday,19,35,KFLL,Airbus,Spirit
1120,05,12,2022,Monday,20,55,TNCA,Boeing,American
1121,05,12,2022,Monday,20,53,CYUL,Airbus,American
1122,05,12,2022,Monday,20,27,KIND,Boeing,American
1123,05,12,2022,Monday,20,27,KPHL,Airbus,American
1124,05,12,2022,Monday,20,25,MMUN,Airbus,American
1125,05,12,2022,Monday,20,26,KMEM,Airbus,American
1126,05,12,2022,Monday,20,37,KATL,Boeing,Delta Air Lines
1127,05,12,2022,Monday,20,57,KHXD,Embraer,Envoy Air
1128,05,12,2022,Monday,20,31,KLEX,Embraer,Envoy Air
1129,05,12,2022,Monday,20,59,KGRR,Embraer,Envoy Air
1130,05,12,2022,Monday,20,25,KPDK,Other,Unknown/Private owner
1131,05,12,2022,Monday,20,15,KEWR,Embraer,United
1132,05,12,2022,Monday,21,21,KMMU,Embraer,NetJets Aviation
1133,05,12,2022,Monday,21,44,KTEB,Other,NetJets Aviation
1134,05,12,2022,Monday,21,27,KORF,Airbus,American
1135,05,12,2022,Monday,21,23,KIAH,Boeing,American
1136,05,12,2022,Monday,21,06,KMIA,Boeing,American
1137,05,12,2022,Monday,21,15,KMCO,Airbus,American
1138,05,12,2022,Monday,21,50,KPIT,Airbus,American
1139,05,12,2022,Monday,21,10,KLGA,Boeing,American
1140,05,12,2022,Monday,21,16,CYYZ,Boeing,American
1141,05,12,2022,Monday,21,40,KPVD,Airbus,American
1142,05,12,2022,Monday,21,24,KTPA,Airbus,American
1143,05,12,2022,Monday,21,26,KRDU,Airbus,American
1144,05,12,2022,Monday,21,31,KRIC,Boeing,American
1145,05,12,2022,Monday,21,07,KLAX,Airbus,American
1146,05,12,2022,Monday,21,35,KRSW,Airbus,American
1147,05,12,2022,Monday,21,34,KSRQ,Airbus,American
1148,05,12,2022,Monday,21,45,KBOS,Airbus,American
1149,05,12,2022,Monday,21,44,KBUF,Airbus,American
1150,05,12,2022,Monday,21,36,KBNA,Airbus,American
1151,05,12,2022,Monday,21,30,KSAV,Airbus,American
1152,05,12,2022,Monday,21,39,KMYR,Airbus,American
1153,05,12,2022,Monday,21,22,KDEN,Airbus,American
1154,05,12,2022,Monday,21,19,KCLE,Boeing,American
1155,05,12,2022,Monday,21,33,KLAS,Airbus,American
1156,05,12,2022,Monday,21,20,KJAX,Airbus,American
1157,05,12,2022,Monday,21,51,KROC,Airbus,American
1158,05,12,2022,Monday,21,21,KSEA,Airbus,American
1159,05,12,2022,Monday,21,08,KSFO,Airbus,American
1160,05,12,2022,Monday,21,17,KDCA,Airbus,American
1161,05,12,2022,Monday,21,50,KDSM,Embraer,American
1162,05,12,2022,Monday,21,41,KMSN,Canadair Regional,American
1163,05,12,2022,Monday,21,04,KLEX,Embraer,American
1164,05,12,2022,Monday,21,37,KGRR,Embraer,American
1165,05,12,2022,Monday,21,46,KSYR,Airbus,American
1166,05,12,2022,Monday,21,32,KAUS,Airbus,American
1167,05,12,2022,Monday,21,17,KFLL,Airbus,American
1168,05,12,2022,Monday,21,35,KATL,Canadair Regional,American
1169,05,12,2022,Monday,21,25,KTRI,Canadair Regional,American
1170,05,12,2022,Monday,21,35,KMKE,Canadair Regional,American
1171,05,12,2022,Monday,21,28,KGSP,Canadair Regional,American
1172,05,12,2022,Monday,21,47,KLIT,Canadair Regional,American
1173,05,12,2022,Monday,21,47,KGSO,Canadair Regional,American
1174,05,12,2022,Monday,21,49,KABE,Canadair Regional,American
1175,05,12,2022,Monday,21,42,KPHF,Embraer,American
1176,05,12,2022,Monday,21,38,KCSG,Embraer,American
1177,05,12,2022,Monday,21,38,KMSY,Airbus,American
1178,05,12,2022,Monday,21,37,KCHA,Embraer,American
1179,05,12,2022,Monday,21,20,KFLO,Embraer,American
1180,05,12,2022,Monday,21,26,KPBI,Airbus,American
1181,05,12,2022,Monday,21,36,KEWR,Boeing,American
1182,05,12,2022,Monday,21,49,KDFW,Airbus,American
1183,05,12,2022,Monday,21,37,KMSP,Boeing,Delta Air Lines
1184,05,12,2022,Monday,21,56,KJFK,Canadair Regional,Delta Air Lines
1185,05,12,2022,Monday,21,05,KLGA,Canadair Regional,Delta Air Lines
1186,05,12,2022,Monday,21,32,KMCO,Airbus,Frontier
1187,05,12,2022,Monday,21,02,KDFW,Airbus,American
1188,05,12,2022,Monday,21,03,KDSM,Embraer,Envoy Air
1189,05,12,2022,Monday,21,00,KMSN,Embraer,Envoy Air
1190,05,12,2022,Monday,21,13,KTEB,Other,Unknown/Private owner
1191,05,12,2022,Monday,21,12,KCHA,Other,Unknown/Private owner
1192,05,12,2022,Monday,21,39,KEWR,Airbus,United
1193,05,12,2022,Monday,21,16,KORD,Airbus,United
1194,05,12,2022,Monday,22,55,KPHL,Airbus,American
1195,05,12,2022,Monday,22,28,KBOS,Embraer,Delta Air Lines
1196,05,12,2022,Monday,22,58,KIAH,Boeing,United
1197,05,12,2022,Monday,22,10,KBWI,Boeing,Southwest
1198,05,12,2022,Monday,22,20,KMDW,Boeing,Southwest
1199,05,12,2022,Monday,23,59,KDFW,Airbus,American
1200,05,12,2022,Monday,23,33,KORD,Boeing,American
1201,05,12,2022,Monday,23,50,KATL,Boeing,Delta Air Lines
1202,05,12,2022,Monday,23,30,KMSP,Boeing,Delta Air Lines
1203,05,12,2022,Monday,23,28,KDTW,Boeing,Delta Air Lines
1204,05,12,2022,Monday,22,03,KMCO,Airbus,Spirit
1205,06,12,2022,Tuesday,15,45,KRSW,Airbus,American
1206,06,12,2022,Tuesday,21,10,KJFK,Airbus,American
1207,06,12,2022,Tuesday,23,55,KMIA,Boeing,American
1208,06,12,2022,Tuesday,01,46,KCVG,Boeing,ATI
1209,06,12,2022,Tuesday,05,51,KSLC,Airbus,American
1210,06,12,2022,Tuesday,05,05,KDEN,Airbus,American
1211,06,12,2022,Tuesday,05,54,KPDX,Airbus,American
1212,06,12,2022,Tuesday,05,44,KPHX,Airbus,American
1213,06,12,2022,Tuesday,05,59,KLAS,Airbus,American
1214,06,12,2022,Tuesday,06,18,KONT,Airbus,American
1215,06,12,2022,Tuesday,06,51,KDCA,Airbus,American
1216,06,12,2022,Tuesday,06,20,KSFO,Airbus,American
1217,06,12,2022,Tuesday,06,02,KSJC,Airbus,American
1218,06,12,2022,Tuesday,06,10,KSMF,Airbus,American
1219,06,12,2022,Tuesday,06,15,KSEA,Airbus,American
1220,06,12,2022,Tuesday,06,02,KLAX,Airbus,American
1221,06,12,2022,Tuesday,06,02,KSAN,Airbus,American
1222,06,12,2022,Tuesday,03,59,KLAX,Other,VNT
1223,06,12,2022,Tuesday,05,11,KLAS,Airbus,Frontier
1224,06,12,2022,Tuesday,06,15,KLAS,Airbus,Spirit
1225,06,12,2022,Tuesday,07,55,KGSO,Airbus,American
1226,06,12,2022,Tuesday,07,52,KCMH,Airbus,American
1227,06,12,2022,Tuesday,07,57,KGSP,Airbus,American
1228,06,12,2022,Tuesday,07,59,KROC,Airbus,American
1229,06,12,2022,Tuesday,07,47,KSDF,Airbus,American
1230,06,12,2022,Tuesday,07,00,KLAS,Airbus,American
1231,06,12,2022,Tuesday,07,54,KATL,Airbus,American
1232,06,12,2022,Tuesday,07,58,KBUF,Airbus,American
1233,06,12,2022,Tuesday,07,46,KMCO,Airbus,American
1234,06,12,2022,Tuesday,07,35,KLAX,Airbus,American
1235,06,12,2022,Tuesday,07,56,KPBI,Boeing,American
1236,06,12,2022,Tuesday,07,52,KBOS,Airbus,American
1237,06,12,2022,Tuesday,07,50,KSFO,Airbus,American
1238,06,12,2022,Tuesday,07,48,KIND,Canadair Regional,American
1239,06,12,2022,Tuesday,07,36,KAGS,Canadair Regional,American
1240,06,12,2022,Tuesday,07,58,KGNV,Canadair Regional,American
1241,06,12,2022,Tuesday,07,58,KMEM,Boeing,American
1242,06,12,2022,Tuesday,07,52,KJAX,Airbus,American
1243,06,12,2022,Tuesday,07,58,KFAY,Canadair Regional,American
1244,06,12,2022,Tuesday,07,08,KRDU,Boeing,American
1245,06,12,2022,Tuesday,07,56,KOAJ,Embraer,American
1246,06,12,2022,Tuesday,07,58,KPHF,Embraer,American
1247,06,12,2022,Tuesday,07,54,KCHA,Embraer,American
1248,06,12,2022,Tuesday,07,06,KILM,Airbus,American
1249,06,12,2022,Tuesday,07,46,KSGF,Embraer,Envoy Air
1250,06,12,2022,Tuesday,07,24,KBAK,Other,Unknown/Private owner
1251,06,12,2022,Tuesday,07,41,KILM,Other,Unknown/Private owner
1252,06,12,2022,Tuesday,07,17,KJAX,Other,Unknown/Private owner
1253,06,12,2022,Tuesday,08,02,KCVG,Airbus,American
1254,06,12,2022,Tuesday,08,17,KGRR,Airbus,American
1255,06,12,2022,Tuesday,08,06,KJFK,Boeing,American
1256,06,12,2022,Tuesday,08,00,KAVL,Airbus,American
1257,06,12,2022,Tuesday,08,04,KEWR,Boeing,American
1258,06,12,2022,Tuesday,08,23,KDFW,Airbus,American
1259,06,12,2022,Tuesday,08,29,KPIT,Airbus,American
1260,06,12,2022,Tuesday,08,25,KSGF,Embraer,American
1261,06,12,2022,Tuesday,08,03,KMIA,Airbus,American
1262,06,12,2022,Tuesday,08,16,KALB,Airbus,American
1263,06,12,2022,Tuesday,08,38,KHPN,Canadair Regional,American
1264,06,12,2022,Tuesday,08,15,KCAE,Canadair Regional,American
1265,06,12,2022,Tuesday,08,34,KDAY,Canadair Regional,American
1266,06,12,2022,Tuesday,08,26,KCRW,Canadair Regional,American
1267,06,12,2022,Tuesday,08,07,KTRI,Canadair Regional,American
1268,06,12,2022,Tuesday,08,33,KDCA,Canadair Regional,American
1269,06,12,2022,Tuesday,08,30,KMDT,Canadair Regional,American
1270,06,12,2022,Tuesday,08,29,KSYR,Airbus,American
1271,06,12,2022,Tuesday,08,13,KHSV,Canadair Regional,American
1272,06,12,2022,Tuesday,08,01,KPNS,Canadair Regional,American
1273,06,12,2022,Tuesday,08,11,KMLB,Canadair Regional,American
1274,06,12,2022,Tuesday,08,01,KSBN,Canadair Regional,American
1275,06,12,2022,Tuesday,08,25,KTYS,Canadair Regional,American
1276,06,12,2022,Tuesday,08,20,KCAK,Canadair Regional,American
1277,06,12,2022,Tuesday,08,21,KTLH,Canadair Regional,American
1278,06,12,2022,Tuesday,08,35,KBHM,Canadair Regional,American
1279,06,12,2022,Tuesday,08,18,KABE,Canadair Regional,American
1280,06,12,2022,Tuesday,08,26,KBTR,Canadair Regional,American
1281,06,12,2022,Tuesday,08,27,KLYH,Embraer,American
1282,06,12,2022,Tuesday,08,18,KROA,Embraer,American
1283,06,12,2022,Tuesday,08,26,KLEX,Embraer,American
1284,06,12,2022,Tuesday,08,19,KEWN,Embraer,American
1285,06,12,2022,Tuesday,08,14,KHTS,Embraer,American
1286,06,12,2022,Tuesday,08,21,KCHO,Embraer,American
1287,06,12,2022,Tuesday,08,13,KFWA,Embraer,American
1288,06,12,2022,Tuesday,08,30,KSBY,Embraer,American
1289,06,12,2022,Tuesday,08,07,KLGA,Airbus,American
1290,06,12,2022,Tuesday,08,10,KSAV,Airbus,American
1291,06,12,2022,Tuesday,08,13,KDTW,Airbus,American
1292,06,12,2022,Tuesday,08,09,KAVP,Airbus,American
1293,06,12,2022,Tuesday,08,13,KRDU,Airbus,American
1294,06,12,2022,Tuesday,08,02,KCLE,Airbus,American
1295,06,12,2022,Tuesday,08,09,KCHS,Boeing,American
1296,06,12,2022,Tuesday,08,11,KSTL,Boeing,American
1297,06,12,2022,Tuesday,08,08,KBWI,Airbus,American
1298,06,12,2022,Tuesday,08,15,KBDL,Boeing,American
1299,06,12,2022,Tuesday,08,21,KPVD,Airbus,American
1300,06,12,2022,Tuesday,08,28,CYYZ,Airbus,American
1301,06,12,2022,Tuesday,08,18,KORD,Boeing,American
1302,06,12,2022,Tuesday,08,03,KRIC,Airbus,American
1303,06,12,2022,Tuesday,08,27,KBNA,Boeing,American
1304,06,12,2022,Tuesday,08,21,KFLL,Airbus,American
1305,06,12,2022,Tuesday,08,05,KTPA,Airbus,American
1306,06,12,2022,Tuesday,08,17,KLUK,Other,NetJets Aviation
1307,06,12,2022,Tuesday,08,20,KPHL,Airbus,American
1308,06,12,2022,Tuesday,08,04,KMYR,Airbus,American
1309,06,12,2022,Tuesday,08,32,KATL,Boeing,Delta Air Lines
1310,06,12,2022,Tuesday,08,12,KLGA,Canadair Regional,Delta Air Lines
1311,06,12,2022,Tuesday,08,00,KSHD,Embraer,Contour Aviation
1312,06,12,2022,Tuesday,08,00,KCKB,Embraer,Contour Aviation
1313,06,12,2022,Tuesday,08,19,KRIC,Other,Unknown/Private owner
1314,06,12,2022,Tuesday,08,15,KELM,Canadair Regional,Unknown/Private owner
1315,06,12,2022,Tuesday,08,31,KEWR,Other,Unknown/Private owner
1316,06,12,2022,Tuesday,08,14,KFLL,Airbus,Spirit
1317,06,12,2022,Tuesday,09,27,KLBE,Other,NetJets Aviation
1318,06,12,2022,Tuesday,09,16,KBOS,Airbus,American
1319,06,12,2022,Tuesday,09,56,KBHM,Airbus,American
1320,06,12,2022,Tuesday,09,17,KCMH,Airbus,American
1321,06,12,2022,Tuesday,09,54,KMSY,Airbus,American
1322,06,12,2022,Tuesday,09,52,KEWR,Boeing,American
1323,06,12,2022,Tuesday,09,57,CYYZ,Airbus,American
1324,06,12,2022,Tuesday,09,51,KMEM,Airbus,American
1325,06,12,2022,Tuesday,09,58,KOKC,Airbus,American
1326,06,12,2022,Tuesday,09,56,KRSW,Airbus,American
1327,06,12,2022,Tuesday,09,55,KLIT,Airbus,American
1328,06,12,2022,Tuesday,09,18,KMCO,Airbus,American
1329,06,12,2022,Tuesday,09,10,KIAD,Airbus,American
1330,06,12,2022,Tuesday,09,56,KDSM,Canadair Regional,American
1331,06,12,2022,Tuesday,09,15,KORF,Canadair Regional,American
1332,06,12,2022,Tuesday,09,31,KGPT,Canadair Regional,American
1333,06,12,2022,Tuesday,09,54,KORD,Boeing,American
1334,06,12,2022,Tuesday,09,19,KLGA,Boeing,American
1335,06,12,2022,Tuesday,09,09,KMEM,Airbus,American
1336,06,12,2022,Tuesday,09,58,KSTL,Airbus,American
1337,06,12,2022,Tuesday,09,25,KDTW,Boeing,Delta Air Lines
1338,06,12,2022,Tuesday,09,45,KBKW,Embraer,Contour Aviation
1339,06,12,2022,Tuesday,09,44,KXNA,Embraer,Envoy Air
1340,06,12,2022,Tuesday,09,39,KDNN,Other,Unknown/Private owner
1341,06,12,2022,Tuesday,09,48,KMLB,Other,Unknown/Private owner
1342,06,12,2022,Tuesday,09,16,KMEM,Airbus,Piedmont
1343,06,12,2022,Tuesday,09,09,KMEM,Airbus,Piedmont
1344,06,12,2022,Tuesday,09,42,KIAD,Other,TKK
1345,06,12,2022,Tuesday,09,59,KORD,Airbus,United
1346,06,12,2022,Tuesday,09,30,KMSL,Embraer,Contour Aviation
1347,06,12,2022,Tuesday,09,40,KATW,Embraer,Envoy Air
1348,06,12,2022,Tuesday,10,18,KSGR,Other,NetJets Aviation
1349,06,12,2022,Tuesday,10,32,KOMA,Boeing,American
1350,06,12,2022,Tuesday,10,15,KDAB,Airbus,American
1351,06,12,2022,Tuesday,10,07,KMKE,Airbus,American
1352,06,12,2022,Tuesday,10,11,KMSN,Airbus,American
1353,06,12,2022,Tuesday,10,16,KEYW,Airbus,American
1354,06,12,2022,Tuesday,10,29,KTUL,Boeing,American
1355,06,12,2022,Tuesday,10,03,KMIA,Airbus,American
1356,06,12,2022,Tuesday,10,00,KTPA,Airbus,American
1357,06,12,2022,Tuesday,10,09,KPIT,Airbus,American
1358,06,12,2022,Tuesday,10,28,KRDU,Airbus,American
1359,06,12,2022,Tuesday,10,23,KRIC,Airbus,American
1360,06,12,2022,Tuesday,10,06,KCLE,Boeing,American
1361,06,12,2022,Tuesday,10,06,KMCI,Boeing,American
1362,06,12,2022,Tuesday,10,06,KFLL,Airbus,American
1363,06,12,2022,Tuesday,10,14,KATL,Airbus,American
1364,06,12,2022,Tuesday,10,09,CYUL,Airbus,American
1365,06,12,2022,Tuesday,10,18,KLGA,Boeing,American
1366,06,12,2022,Tuesday,10,50,KMCO,Airbus,American
1367,06,12,2022,Tuesday,10,08,KCID,Airbus,American
1368,06,12,2022,Tuesday,10,28,KATW,Embraer,American
1369,06,12,2022,Tuesday,10,23,KXNA,Embraer,American
1370,06,12,2022,Tuesday,10,06,KMCO,Airbus,American
1371,06,12,2022,Tuesday,10,26,KMOB,Canadair Regional,American
1372,06,12,2022,Tuesday,10,16,KBTV,Canadair Regional,American
1373,06,12,2022,Tuesday,10,30,KSDF,Canadair Regional,American
1374,06,12,2022,Tuesday,10,30,KPIA,Canadair Regional,American
1375,06,12,2022,Tuesday,10,26,KPNS,Canadair Regional,American
1376,06,12,2022,Tuesday,10,04,KMHT,Canadair Regional,American
1377,06,12,2022,Tuesday,10,04,KJAN,Canadair Regional,American
1378,06,12,2022,Tuesday,10,41,KMDT,Airbus,American
1379,06,12,2022,Tuesday,10,09,KPHL,Boeing,American
1380,06,12,2022,Tuesday,10,00,KAUS,Airbus,American
1381,06,12,2022,Tuesday,10,30,KSAT,Boeing,American
1382,06,12,2022,Tuesday,10,11,KIND,Boeing,American
1383,06,12,2022,Tuesday,10,29,KDFW,Airbus,American
1384,06,12,2022,Tuesday,10,30,KCVG,Canadair Regional,American
1385,06,12,2022,Tuesday,10,18,KSHV,Canadair Regional,American
1386,06,12,2022,Tuesday,10,17,KBGR,Canadair Regional,American
1387,06,12,2022,Tuesday,10,21,KERI,Embraer,American
1388,06,12,2022,Tuesday,10,23,KEVV,Embraer,American
1389,06,12,2022,Tuesday,10,07,KMGM,Embraer,American
1390,06,12,2022,Tuesday,10,28,KROA,Embraer,American
1391,06,12,2022,Tuesday,10,34,KBOS,Airbus,American
1392,06,12,2022,Tuesday,10,30,KBNA,Airbus,American
1393,06,12,2022,Tuesday,10,19,KSRQ,Boeing,American
1394,06,12,2022,Tuesday,10,05,KPWM,Airbus,American
1395,06,12,2022,Tuesday,10,18,KTYS,Airbus,American
1396,06,12,2022,Tuesday,10,26,KDCA,Boeing,American
1397,06,12,2022,Tuesday,10,17,KMSP,Boeing,American
1398,06,12,2022,Tuesday,10,44,KMSP,Boeing,Delta Air Lines
1399,06,12,2022,Tuesday,10,25,KJFK,Canadair Regional,Delta Air Lines
1400,06,12,2022,Tuesday,10,27,KBOS,Embraer,Delta Air Lines
1401,06,12,2022,Tuesday,10,02,KTEB,Other,FTD
1402,06,12,2022,Tuesday,10,13,KIAD,Embraer,United
1403,06,12,2022,Tuesday,10,35,KSTL,Boeing,Southwest
1404,06,12,2022,Tuesday,10,20,KBWI,Boeing,Southwest
1405,06,12,2022,Tuesday,11,55,KORF,Boeing,American
1406,06,12,2022,Tuesday,11,59,KMCO,Airbus,American
1407,06,12,2022,Tuesday,11,13,TJSJ,Airbus,American
1408,06,12,2022,Tuesday,11,49,KIAH,Boeing,American
1409,06,12,2022,Tuesday,11,15,KVPS,Airbus,American
1410,06,12,2022,Tuesday,11,53,KDFW,Airbus,American
1411,06,12,2022,Tuesday,11,53,KDTW,Airbus,American
1412,06,12,2022,Tuesday,11,59,KTPA,Boeing,American
1413,06,12,2022,Tuesday,11,51,KJFK,Boeing,American
1414,06,12,2022,Tuesday,11,43,KFLO,Embraer,American
1415,06,12,2022,Tuesday,11,55,KPHX,Airbus,American
1416,06,12,2022,Tuesday,11,49,KBNA,Boeing,American
1417,06,12,2022,Tuesday,11,10,KATL,Boeing,Delta Air Lines
1418,06,12,2022,Tuesday,11,09,KLGA,Canadair Regional,Delta Air Lines
1419,06,12,2022,Tuesday,11,18,KEWR,Airbus,United
1420,06,12,2022,Tuesday,11,09,KATL,Boeing,Delta Air Lines
1421,06,12,2022,Tuesday,11,22,KHPN,Other,LXJ
1422,06,12,2022,Tuesday,11,50,KHXD,Embraer,Envoy Air
1423,06,12,2022,Tuesday,11,44,KEYW,Embraer,Unknown/Private owner
1424,06,12,2022,Tuesday,12,27,KAFW,Boeing,ATI
1425,06,12,2022,Tuesday,12,11,KRIC,Airbus,American
1426,06,12,2022,Tuesday,12,10,KCHS,Airbus,American
1427,06,12,2022,Tuesday,12,08,KJAX,Airbus,American
1428,06,12,2022,Tuesday,12,22,KDCA,Airbus,American
1429,06,12,2022,Tuesday,12,22,KFLL,Airbus,American
1430,06,12,2022,Tuesday,12,59,KPNS,Airbus,American
1431,06,12,2022,Tuesday,12,21,KSAV,Airbus,American
1432,06,12,2022,Tuesday,12,27,KORD,Boeing,American
1433,06,12,2022,Tuesday,11,03,KMIA,Airbus,Spirit
1434,06,12,2022,Tuesday,12,12,KRDU,Airbus,American
1435,06,12,2022,Tuesday,12,07,KRSW,Airbus,American
1436,06,12,2022,Tuesday,12,16,KIAD,Airbus,American
1437,06,12,2022,Tuesday,12,38,KBNA,Boeing,American
1438,06,12,2022,Tuesday,12,19,KLGA,Airbus,American
1439,06,12,2022,Tuesday,12,06,KBWI,Airbus,American
1440,06,12,2022,Tuesday,12,25,KMIA,Boeing,American
1441,06,12,2022,Tuesday,12,06,KPBI,Airbus,American
1442,06,12,2022,Tuesday,12,06,KEWR,Boeing,American
1443,06,12,2022,Tuesday,12,09,KSAT,Boeing,American
1444,06,12,2022,Tuesday,12,30,KHXD,Embraer,American
1445,06,12,2022,Tuesday,12,26,KXNA,Embraer,American
1446,06,12,2022,Tuesday,12,25,KAUS,Boeing,American
1447,06,12,2022,Tuesday,12,25,KPGV,Canadair Regional,American
1448,06,12,2022,Tuesday,12,13,KTYS,Canadair Regional,American
1449,06,12,2022,Tuesday,12,19,KMYR,Canadair Regional,American
1450,06,12,2022,Tuesday,12,36,KGNV,Canadair Regional,American
1451,06,12,2022,Tuesday,12,18,KGSP,Canadair Regional,American
1452,06,12,2022,Tuesday,12,06,KCAK,Canadair Regional,American
1453,06,12,2022,Tuesday,12,08,KHPN,Canadair Regional,American
1454,06,12,2022,Tuesday,12,45,KTLH,Canadair Regional,American
1455,06,12,2022,Tuesday,12,39,KHSV,Canadair Regional,American
1456,06,12,2022,Tuesday,12,08,KDEN,Airbus,American
1457,06,12,2022,Tuesday,12,28,KCHA,Embraer,American
1458,06,12,2022,Tuesday,12,27,KCHO,Embraer,American
1459,06,12,2022,Tuesday,12,14,KAGS,Embraer,American
1460,06,12,2022,Tuesday,12,29,KPHF,Embraer,American
1461,06,12,2022,Tuesday,12,02,KBOS,Airbus,American
1462,06,12,2022,Tuesday,12,20,KPHL,Airbus,American
1463,06,12,2022,Tuesday,12,07,KBOS,Embraer,JetBlue Airways
1464,06,12,2022,Tuesday,12,05,KDTW,Boeing,Delta Air Lines
1465,06,12,2022,Tuesday,12,48,KLGA,Canadair Regional,Delta Air Lines
1466,06,12,2022,Tuesday,12,05,KDEN,Airbus,Frontier
1467,06,12,2022,Tuesday,12,03,KPHL,Other,GAJ
1468,06,12,2022,Tuesday,12,04,KRIC,Embraer,LXJ
1469,06,12,2022,Tuesday,12,22,KTYS,Other,Unknown/Private owner
1470,06,12,2022,Tuesday,12,17,KGSO,Other,Unknown/Private owner
1471,06,12,2022,Tuesday,12,54,KDSM,Other,Unknown/Private owner
1472,06,12,2022,Tuesday,12,17,KOMA,Embraer,Unknown/Private owner
1473,06,12,2022,Tuesday,12,47,KMCO,Airbus,Spirit
1474,06,12,2022,Tuesday,12,25,KMDW,Boeing,Southwest
1475,06,12,2022,Tuesday,13,50,KBNA,Airbus,American
1476,06,12,2022,Tuesday,13,52,KAUS,Airbus,American
1477,06,12,2022,Tuesday,13,59,KBUF,Airbus,American
1478,06,12,2022,Tuesday,13,48,KEWR,Boeing,American
1479,06,12,2022,Tuesday,13,35,KBHM,Airbus,American
1480,06,12,2022,Tuesday,13,43,KMYR,Airbus,American
1481,06,12,2022,Tuesday,13,59,KSAN,Airbus,American
1482,06,12,2022,Tuesday,13,28,KLAS,Airbus,American
1483,06,12,2022,Tuesday,13,41,KPBI,Airbus,American
1484,06,12,2022,Tuesday,13,46,KROC,Airbus,American
1485,06,12,2022,Tuesday,13,49,KAVP,Airbus,American
1486,06,12,2022,Tuesday,13,21,KBOS,Airbus,American
1487,06,12,2022,Tuesday,13,30,KVPS,Airbus,American
